"","x"
"1",0.2701587439375
"2",0.266419277323876
"3",0.260055194713641
"4",0.284842816623859
"5",0.227308325467166
"6",0.272925580267329
"7",0.270380549614783
"8",0.291545543062966
"9",0.220494169124868
"10",0.225358861081768
"11",0.275404500223231
"12",0.239655714593828
"13",0.261665487161372
"14",0.264142489745282
"15",0.281362639507279
"16",0.249587788886856
"17",0.263963685953058
"18",0.267017979691736
"19",0.302987449774519
"20",0.285535063364077
"21",0.248117965378333
"22",0.278354297371116
"23",0.239604588439688
"24",0.212565839306917
"25",0.241755147515796
"26",0.270840560316574
"27",0.27357867130544
"28",0.253612119609024
"29",0.243340500830673
"30",0.221120625394397
"31",0.236907516419888
"32",0.261860809430946
"33",0.283158501712605
"34",0.265579546228982
"35",0.265672945906408
"36",0.251208051128779
"37",0.20556076107081
"38",0.256344333812594
"39",0.235221803335007
"40",0.281061886157841
"41",0.277569913207553
"42",0.302660285728052
"43",0.258136901329271
"44",0.240979411401786
"45",0.232901526831556
"46",0.244332790838089
"47",0.304962222604081
"48",0.25283566437196
"49",0.235858667150605
"50",0.259843979359139
"51",0.273047662614845
"52",0.283058588895947
"53",0.299062377242371
"54",0.256736410800368
"55",0.255656445021741
"56",0.237596085849218
"57",0.226804842732381
"58",0.266166657486465
"59",0.246077589651104
"60",0.214233759518247
"61",0.240840937602334
"62",0.280894205069635
"63",0.255680149714462
"64",0.252231436523143
"65",0.259540785611607
"66",0.297625354391057
"67",0.251705682231113
"68",0.266392499927897
"69",0.266295194718987
"70",0.245194283789024
"71",0.285868284159806
"72",0.210889614180196
"73",0.271558229669463
"74",0.298145075433422
"75",0.249490153512452
"76",0.260329240986612
"77",0.273637885558419
"78",0.233685885237064
"79",0.238236820367165
"80",0.281656099325046
"81",0.208372867396101
"82",0.257732415874489
"83",0.27624191085808
"84",0.275919918522704
"85",0.255639319499023
"86",0.308986785535235
"87",0.216263667929452
"88",0.284603915570769
"89",0.284176363181323
"90",0.255016756416298
"91",0.306415533905383
"92",0.262162465665024
"93",0.25162845866289
"94",0.244640659699217
"95",0.289187806413975
"96",0.278874202491716
"97",0.270986103480245
"98",0.263098004468775
"99",0.245100965727615
"100",0.263377659399412
"101",0.269859973094572
"102",0.243109167759831
"103",0.229062092841632
"104",0.215015017923433
"105",0.269968401226215
"106",0.290792930207681
"107",0.291084934407845
"108",0.259677040202077
"109",0.285926719596609
"110",0.242106766824145
"111",0.261194619154558
"112",0.228235038009007
"113",0.244750742504839
"114",0.262541211470962
"115",0.278785620639101
"116",0.2745460983878
"117",0.27098304717103
"118",0.274185642187949
"119",0.285362845305353
"120",0.292232162188739
"121",0.211524793799035
"122",0.275639799435157
"123",0.262899663993157
"124",0.260233805226162
"125",0.288404688558076
"126",0.23204298335826
"127",0.254175692717545
"128",0.293771689957939
"129",0.27959646418225
"130",0.237833628689405
"131",0.203807332199067
"132",0.275172042439226
"133",0.248567454805598
"134",0.24088744225679
"135",0.251381821020041
"136",0.253528933071066
"137",0.25984474697616
"138",0.218798087355681
"139",0.262771415454336
"140",0.279111632469576
"141",0.220586222899146
"142",0.215049289457966
"143",0.270447435369715
"144",0.258967220659833
"145",0.259756163409911
"146",0.234158364387695
"147",0.217350951866247
"148",0.274241615245119
"149",0.271437693987973
"150",0.278322492570151
"151",0.259013744979166
"152",0.247940775423776
"153",0.28869597629644
"154",0.243657047373708
"155",0.230020509110764
"156",0.24784758299822
"157",0.220071907516103
"158",0.291355144761037
"159",0.302379930610769
"160",0.280241659227759
"161",0.244619927203748
"162",0.258718482474796
"163",0.292250782882329
"164",0.250005203369074
"165",0.227769414188806
"166",0.247814983394928
"167",0.213675053175539
"168",0.248646062912885
"169",0.298985835225321
"170",0.263451780071482
"171",0.241439298714977
"172",0.241204464812763
"173",0.282521014595404
"174",0.231075572804548
"175",0.283438954313751
"176",0.255246131531894
"177",0.232252888304647
"178",0.25310633162735
"179",0.255734227215871
"180",0.295836320756935
"181",0.26576577227097
"182",0.24602937275311
"183",0.270266274260357
"184",0.306104900813662
"185",0.289578585333657
"186",0.302005364843644
"187",0.285939622805454
"188",0.254583997309674
"189",0.261888704563025
"190",0.261547830626369
"191",0.280939491714817
"192",0.247553263006266
"193",0.250624621894676
"194",0.23074356925441
"195",0.267029829993844
"196",0.233992516307626
"197",0.260248654885872
"198",0.286504793464119
"199",0.301989344684262
"200",0.357489631894277
"201",0.374893588718987
"202",0.418691531987133
"203",0.423543635448077
"204",0.428395738909021
"205",0.463040636817459
"206",0.478495102913585
"207",0.470131308308337
"208",0.437656369863544
"209",0.424551041920204
"210",0.490196666242555
"211",0.496710971991997
"212",0.452538977332879
"213",0.490665092221461
"214",0.414850547676906
"215",0.451991716276389
"216",0.453989975361619
"217",0.417128379438072
"218",0.451326282969676
"219",0.456699643060565
"220",0.481008427992929
"221",0.474086246371735
"222",0.461496825141367
"223",0.463718725221697
"224",0.449987534296233
"225",0.498143084549811
"226",0.40591381341219
"227",0.429943682805169
"228",0.477913958767895
"229",0.481430577461142
"230",0.410795294579584
"231",0.45463159062434
"232",0.417640088866465
"233",0.456095673879609
"234",0.457184240620118
"235",0.466250787521713
"236",0.43907404904021
"237",0.47237869147677
"238",0.476092061353847
"239",0.438809284500312
"240",0.454159508703742
"241",0.478884156781714
"242",0.501636844042223
"243",0.498308865146246
"244",0.457886271441821
"245",0.455937395533547
"246",0.488945173290558
"247",0.460434019498061
"248",0.430175756241661
"249",0.505110112577677
"250",0.477363369790837
"251",0.47167086835485
"252",0.46968327292474
"253",0.423034591220785
"254",0.465835013522301
"255",0.492569892038591
"256",0.42467650916893
"257",0.415870038536377
"258",0.412742248666473
"259",0.501788601183798
"260",0.492911698238459
"261",0.451573195790406
"262",0.49062075960217
"263",0.460300627970137
"264",0.515709459423088
"265",0.432420904550236
"266",0.444812737056054
"267",0.438756366812158
"268",0.466636793585494
"269",0.478515622355044
"270",0.459366162703373
"271",0.502444221798796
"272",0.495833416532259
"273",0.497820823565125
"274",0.44773419296369
"275",0.491438253009692
"276",0.461549717874732
"277",0.444726551030763
"278",0.50718789385166
"279",0.462022773148492
"280",0.46929044226883
"281",0.441164002593141
"282",0.442562698654365
"283",0.457719437035266
"284",0.451466350560077
"285",0.477191512244754
"286",0.485572224473581
"287",0.455824260700028
"288",0.504123082528822
"289",0.507002270971425
"290",0.470202470237855
"291",0.427473166510463
"292",0.447272715289146
"293",0.490420500680339
"294",0.473396550191101
"295",0.43041282933671
"296",0.476533898557536
"297",0.458877876233455
"298",0.441221853909374
"299",0.457793960520503
"300",0.464358371594572
"301",0.465813552373875
"302",0.462605309807404
"303",0.469662921239942
"304",0.47672053267248
"305",0.433238157837186
"306",0.422362055995036
"307",0.485862670848146
"308",0.43818308290327
"309",0.455041273881216
"310",0.473752024599817
"311",0.495161045046989
"312",0.431928460458294
"313",0.472017052625306
"314",0.431210404003505
"315",0.470177546285559
"316",0.489590430234093
"317",0.444065116713755
"318",0.483250903533772
"319",0.435852180952206
"320",0.505490503732581
"321",0.44067791773472
"322",0.470421928390861
"323",0.438197957056109
"324",0.461545933550224
"325",0.458642505994067
"326",0.481031816883478
"327",0.447965531377122
"328",0.448047994996887
"329",0.500868133045733
"330",0.462919103296008
"331",0.438056515774224
"332",0.472261613104492
"333",0.470852721529081
"334",0.42891587594524
"335",0.502762077113148
"336",0.43739510784857
"337",0.499311856499407
"338",0.436106627199333
"339",0.498000669945031
"340",0.434945860398002
"341",0.463869789519813
"342",0.454896009601653
"343",0.476557112226728
"344",0.456578752431087
"345",0.479685175961349
"346",0.473491029911675
"347",0.465893915637862
"348",0.481609211082105
"349",0.439831094935071
"350",0.500468039256521
"351",0.430988450322766
"352",0.453579704817385
"353",0.425611368853133
"354",0.421840632064268
"355",0.458167789408471
"356",0.461198297769297
"357",0.476459251521155
"358",0.446420290265232
"359",0.488462697651703
"360",0.485443432650063
"361",0.470758581147529
"362",0.430714545911178
"363",0.483265589661896
"364",0.42337866343325
"365",0.476374727110378
"366",0.456758344895206
"367",0.436802789992653
"368",0.469643543756101
"369",0.445568640562706
"370",0.462723538072314
"371",0.450506070423871
"372",0.438953577666543
"373",0.478236489519477
"374",0.450658273785375
"375",0.456928847921081
"376",0.454800784955733
"377",0.473607014268637
"378",0.476412085075863
"379",0.463011657225434
"380",0.455048742443323
"381",0.441240777147468
"382",0.45361563454615
"383",0.434447762412019
"384",0.466316790026613
"385",0.494616802604869
"386",0.473340544528328
"387",0.492652399758808
"388",0.469140663915314
"389",0.490095711678732
"390",0.44792636035243
"391",0.479556497130543
"392",0.474132074527442
"393",0.501126696891151
"394",0.472147923053708
"395",0.418997878164519
"396",0.489689496681094
"397",0.4962397177206
"398",0.502789938760106
"399",0.530127555125655
"400",0.567772851931513
"401",0.599088123087568
"402",0.632935295279021
"403",0.646079939651245
"404",0.659224584023468
"405",0.635151775092818
"406",0.632727710234467
"407",0.668378701328766
"408",0.623389184833504
"409",0.641135792406276
"410",0.624547597058117
"411",0.612754932648968
"412",0.656848275500815
"413",0.662751208087429
"414",0.613225909890607
"415",0.61104816070525
"416",0.62181453762576
"417",0.647522813428659
"418",0.646222862678114
"419",0.672789283695165
"420",0.639293657131493
"421",0.665178502588533
"422",0.686690954167862
"423",0.656049259323627
"424",0.631306574775372
"425",0.658994300607592
"426",0.666520302309655
"427",0.655607222090475
"428",0.639717572967056
"429",0.666372101390734
"430",0.690466116534081
"431",0.628311178176664
"432",0.605210654877592
"433",0.679000031929463
"434",0.620011044882704
"435",0.632632087024394
"436",0.642710444447585
"437",0.701206231790129
"438",0.703743499033153
"439",0.660637254251633
"440",0.683061134198215
"441",0.672343172398396
"442",0.612212299697567
"443",0.672227231052239
"444",0.64328149105655
"445",0.650228614530061
"446",0.610159788609017
"447",0.668540278391447
"448",0.669973511183634
"449",0.64702650180785
"450",0.69384934817208
"451",0.671668485470582
"452",0.671678340067156
"453",0.647027045472059
"454",0.631932610315271
"455",0.701141524065752
"456",0.690648341325578
"457",0.636145639957395
"458",0.657427986930124
"459",0.657053673546761
"460",0.710733095642645
"461",0.624981042668224
"462",0.682036462889519
"463",0.603101231232286
"464",0.671777369393967
"465",0.644214484863915
"466",0.621444024813827
"467",0.686075090162922
"468",0.659898776311893
"469",0.656283485908061
"470",0.700405245355796
"471",0.643043541335501
"472",0.694342571157031
"473",0.623574887909927
"474",0.640990494356956
"475",0.646201187020633
"476",0.706795471995138
"477",0.64102513137972
"478",0.628898206644226
"479",0.632839623773471
"480",0.692236028264742
"481",0.662143970553298
"482",0.637517895661295
"483",0.63783596605761
"484",0.644122968511656
"485",0.654009673849214
"486",0.638888217869681
"487",0.639752587170806
"488",0.633325788781513
"489",0.661110422636848
"490",0.676594062305521
"491",0.634261947139166
"492",0.630269931405783
"493",0.678134513688274
"494",0.638878645095974
"495",0.662770234372001
"496",0.679182571431156
"497",0.666662133721547
"498",0.654141696011939
"499",0.658554592307919
"500",0.651491079872358
"501",0.672428419430071
"502",0.670270500130428
"503",0.686330537476315
"504",0.702390574822202
"505",0.66877298753243
"506",0.674504711937625
"507",0.635774748472031
