"","x"
"1",2.16107776696985
"2",1.28548908348823
"3",0.38634960841314
"4",0.200831617242262
"5",0.244703196329485
"6",0.282771547957721
"7",0.449498525946531
"8",0.338514771044169
"9",0.312908171469297
"10",0.129920718453022
"11",0.269694923001446
"12",0.347040777040679
"13",0.115550064313322
"14",0.138447191536057
"15",0.223792889339247
"16",0.33455245888434
"17",0.25641698477261
"18",0.248522884982503
"19",0.247539232093285
"20",0.27375471134082
"21",0.1164139128775
"22",0.196426405803143
"23",0.203479954275233
"24",0.396265786834153
"25",0.325948965805202
"26",0.274877926131495
"27",0.327469416269658
"28",0.274781781822306
"29",0.40431413661809
"30",0.221361071927945
"31",0.379677731348355
"32",0.362845837136203
"33",0.209022502292156
"34",0.243255850430026
"35",0.388376945953233
"36",0.342806492508129
"37",0.331679838916995
"38",0.302738696329936
"39",0.298234774584982
"40",0.276902894810116
"41",0.415278781381226
"42",0.242251848943031
"43",0.286908360564053
"44",0.334583583225342
"45",0.344590316347485
"46",0.41629588398992
"47",0.315677774087503
"48",0.367497980280692
"49",0.373487538955853
"50",0.284750591387026
"51",0.310322835960699
"52",0.380111628602714
"53",0.372926277361732
"54",0.448937404766877
"55",0.297262423508889
"56",0.358490882845742
"57",0.343460758763644
"58",0.395826918595774
"59",0.414353536710573
"60",0.441060242281146
"61",0.345544386709636
"62",0.376212589678082
"63",0.339438867567757
"64",0.483984626866844
"65",0.432147366872956
"66",0.466439182571381
"67",0.430326693447791
"68",0.497651016628736
"69",0.532981597835405
"70",0.39901169682722
"71",0.503428093594918
"72",0.502553627673966
"73",0.522496114375021
"74",0.478221627761681
"75",0.394800422679539
"76",0.489268561190312
"77",0.561315395989189
"78",0.408347299123238
"79",0.473383829812871
"80",0.409563025467871
"81",0.512328291024861
"82",0.572346922016199
"83",0.445384057890396
"84",0.476439206455094
"85",0.479327174935406
"86",0.556895328845634
"87",0.426690242411478
"88",0.62377704571952
"89",0.509883336819605
"90",0.462831626485573
"91",0.519690545255754
"92",0.516235790116591
"93",0.459860749683799
"94",0.566430560597714
"95",0.53776083028753
"96",0.614624580656638
"97",0.474589792066799
"98",0.619379723801448
"99",0.500859369190602
"100",0.648867994240962
"101",0.558201057815196
"102",0.626268986001504
"103",0.633914032428325
"104",0.602011516053251
"105",0.501220355194056
"106",0.656927355220867
"107",0.561310257020573
"108",0.625924612253431
"109",0.580371436340363
"110",0.598681256520178
"111",0.544787991978968
"112",0.576874560791744
"113",0.575333770061428
"114",0.597909198648844
"115",0.647839900031909
"116",0.570111694043516
"117",0.615654857724882
"118",0.725811202844328
"119",0.663647055255431
"120",0.547566756595692
"121",0.579526757427097
"122",0.646040657394036
"123",0.736153036006947
"124",0.697711538789683
"125",0.637564175025162
"126",0.728672720809664
"127",0.581272975217169
"128",0.733409403930947
"129",0.601474327764132
"130",0.718319740952414
"131",0.710395071719331
"132",0.772691652157343
"133",0.735134316638257
"134",0.780829457277942
"135",0.690497372440713
"136",0.667555061070798
"137",0.700007164510123
"138",0.642582819791458
"139",0.671060598528075
"140",0.68737595516193
"141",0.696214737718963
"142",0.736702463697019
"143",0.755937083349707
"144",0.644246892471048
"145",0.734875613848457
"146",0.735093661086489
"147",0.666699858730801
"148",0.748429027148576
"149",0.772498814015933
"150",0.802018141152609
"151",0.751111892448819
"152",0.698091625452133
"153",0.671555632769715
"154",0.850770914143263
"155",0.718586576548341
"156",0.722255660291968
"157",0.837200925995046
"158",0.745583980824677
"159",0.833002213378382
"160",0.740604999385871
"161",0.729905601070719
"162",0.846288597869772
"163",0.728964050884742
"164",0.711573195402256
"165",0.796681522256755
"166",0.872769556878399
"167",0.762347349820315
"168",0.902983393075498
"169",0.764747054254718
"170",0.754388718684173
"171",0.834473110333875
"172",0.799567831539603
"173",0.778563871821417
"174",0.873551498277613
"175",0.899555643671872
"176",0.802137923432864
"177",0.802124753275726
"178",0.952012918679175
"179",0.95258782498323
"180",0.827643631161284
"181",0.803896369398227
"182",0.903393152055748
"183",0.877084694823802
"184",0.972090320242909
"185",0.8052199774398
"186",0.89778138912461
"187",0.912694452352938
"188",0.802152507311326
"189",0.992698080862827
"190",0.907922440196481
"191",0.844602796987776
"192",0.837472293350559
"193",0.988488904272591
"194",0.97472327975079
"195",0.949377684195058
"196",0.86703941977617
"197",0.913336824981162
"198",0.887484560322153
"199",0.975592871491597
"200",0.9177412093055
"201",0.828310681634184
"202",0.935641115363918
"203",1.02668623763692
"204",0.903615821823527
"205",0.852078803591361
"206",1.00425628995266
"207",0.958719658494979
"208",0.906305267528657
"209",0.895948847816283
"210",1.02061161443556
"211",0.849459891782545
"212",0.888323419784749
"213",0.857175612289843
"214",0.944883110235795
"215",0.884855395726069
"216",0.865995639571972
"217",0.874515000968117
"218",0.869090786298571
"219",0.960533965299013
"220",0.917902595442329
"221",0.913442355130514
"222",0.991374402055925
"223",0.933630086326723
"224",1.01378434188353
"225",0.953052290700123
"226",0.961798576603209
"227",1.00165552283984
"228",0.94623190805339
"229",1.07873108962641
"230",0.980761804410163
"231",0.945636987689064
"232",1.00220967745391
"233",0.952206927876591
"234",0.969823372283353
"235",0.920320897399148
"236",1.0551298099726
"237",0.911751511278286
"238",1.04491880635559
"239",0.916977611013051
"240",1.09505858849213
"241",1.09936632707962
"242",1.04311414556416
"243",0.946717182784672
"244",1.07241918986394
"245",1.1206517842185
"246",1.04700094597784
"247",1.00420756441869
"248",0.96593502969253
"249",0.948013374310246
"250",0.958849277635046
"251",1.00644850924974
"252",0.933212341350765
"253",1.12278493002952
"254",1.01594416866844
"255",1.01125101632467
"256",1.02691657652131
"257",0.953164257835346
"258",0.983084515279094
"259",1.08937300218906
"260",1.02707317601027
"261",1.08582292521586
"262",1.11880688240468
"263",0.998250018803289
"264",1.04208341430416
"265",0.981058645582618
"266",1.09385314333586
"267",1.03901403128881
"268",0.972207697080117
"269",1.07462995369598
"270",1.04288039393818
"271",1.07066016215429
"272",1.01806407460106
"273",1.01026942636121
"274",1.13776434472163
"275",1.10065179144362
"276",1.12696857200012
"277",1.1637889918768
"278",1.06896102553587
"279",1.04109015639836
"280",1.13530893982393
"281",1.10597275836533
"282",1.00832544654306
"283",1.08223198976316
"284",1.00771749335755
"285",1.08195394727931
"286",1.03602961723654
"287",1.07571808510178
"288",1.05722038545906
"289",1.05133277266929
"290",1.16724838286022
"291",1.02592903427652
"292",1.17097156162576
"293",1.08062619764849
"294",1.00349409544631
"295",1.07041287250262
"296",1.15460222832157
"297",1.18615398348302
"298",1.16590032891869
"299",0.997240102993651
"300",1.10511183387754
"301",1.18275083363953
"302",1.16785693559179
"303",1.08014417191986
"304",1.10332237523541
"305",1.01063835216692
"306",1.16349122735788
"307",1.01003249718929
"308",1.18354844949855
"309",1.05324565554219
"310",1.17179397436301
"311",1.12758905284496
"312",1.07008209240804
"313",1.0099725169096
"314",1.18282819698656
"315",1.10160578671384
"316",1.20177172561149
"317",1.0551991040375
"318",1.06413910533574
"319",1.11102884542188
"320",1.02307254880191
"321",1.19235833931649
"322",1.01408029761643
"323",1.05980409672342
"324",1.11217368184222
"325",1.08765058364142
"326",1.04398365808994
"327",1.16589101057154
"328",1.19816930730922
"329",1.14093550872429
"330",1.03135081914797
"331",1.0242961865651
"332",1.01725918670034
"333",1.17678037512811
"334",1.1172253909965
"335",1.06338788351306
"336",1.07944653664559
"337",1.01865584458748
"338",1.06518923045308
"339",1.12776115422133
"340",1.15912996285294
"341",1.199389991456
"342",1.1426688220401
"343",1.17023814497679
"344",1.17697450058207
"345",1.09508927002813
"346",1.06110234734316
"347",1.19534335864018
"348",1.03717413785602
"349",1.0837553954386
"350",1.04807062824972
"351",1.00881875618632
"352",1.00306521624838
"353",1.01436699539894
"354",1.02030163430405
"355",1.01276780593594
"356",1.06656892306557
"357",1.11840526389568
"358",1.1984521935211
"359",1.08859533447058
"360",1.0224587619541
"361",1.12815536119823
"362",1.04572723529383
"363",1.00865295984159
"364",1.12877355173054
"365",1.02434836869135
"366",1.01846586655525
"367",1.01007946809933
"368",1.07712131669219
"369",1.0123943619441
"370",1.17918473490134
"371",1.13105226227915
"372",1.0714898568642
"373",1.04444151588788
"374",1.15854156788406
"375",1.10616652921822
"376",0.996823677355365
"377",1.1431859980685
"378",1.05426709461442
"379",1.05284271650844
"380",1.00417934521969
"381",1.16789089563945
"382",1.12372719335474
"383",1.06943185365148
"384",1.09973782689361
"385",1.08439603031052
"386",1.14949082496528
"387",0.984230921477124
"388",1.02194800273998
"389",1.07841498216134
"390",1.073382607333
"391",0.999502649167648
"392",1.1048520274653
"393",0.97092761832396
"394",1.02618030150249
"395",1.1572531613297
"396",1.0686819924079
"397",1.13413858114198
"398",0.978663684198049
"399",0.998259590777075
"400",1.0238569321525
"401",1.1015369692081
"402",0.972359561766162
"403",1.02469243143
"404",1.08285536485895
"405",1.07197628353188
"406",1.09716243056326
"407",1.03521898970167
"408",0.998258038374818
"409",1.10672989627915
"410",1.0367175999737
"411",1.04577276722299
"412",0.972792157560507
"413",0.945225634830543
"414",1.1196785283608
"415",1.03910113614469
"416",1.00829800982682
"417",1.01259367469224
"418",1.11920770939649
"419",0.974162275693936
"420",1.08404852373752
"421",1.0598765780565
"422",0.967843742022632
"423",1.02253021406308
