"","x"
"1",0.1
"2",0.1
"3",0.1
"4",0.1
"5",0.1
"6",0.1
"7",0.1
"8",0.1
"9",0.1
"10",0.1
"11",0.1
"12",0.1
"13",0.1
"14",0.1
"15",0.1
"16",0.1
"17",0.1
"18",0.1
"19",0.1
"20",0.1
"21",0.1
"22",0.1
"23",0.1
"24",0.1
"25",0.1
"26",0.1
"27",0.1
"28",0.1
"29",0.1
"30",0.1
"31",0.1
"32",0.1
"33",0.1
"34",0.1
"35",0.1
"36",0.1
"37",0.1
"38",0.1
"39",0.1
"40",0.1
"41",0.1
"42",0.1
"43",0.1
"44",0.1
"45",0.1
"46",0.1
"47",0.1
"48",0.1
"49",0.1
"50",0.1
"51",0.1
"52",0.1
"53",0.1
"54",0.1
"55",0.1
"56",0.1
"57",0.1
"58",0.1
"59",0.1
"60",0.1
"61",0.1
"62",0.1
"63",0.1
"64",0.1
"65",0.1
"66",0.1
"67",0.1
"68",0.1
"69",0.1
"70",0.1
"71",0.1
"72",0.1
"73",0.1
"74",0.1
"75",0.1
"76",0.1
"77",0.1
"78",0.1
"79",0.1
"80",0.1
"81",0.1
"82",0.1
"83",0.1
"84",0.1
"85",0.1
"86",0.1
"87",0.1
"88",0.1
"89",0.1
"90",0.1
"91",0.1
"92",0.1
"93",0.1
"94",0.1
"95",0.1
"96",0.1
"97",0.1
"98",0.1
"99",0.125
"100",0.15
"101",0.175
"102",0.2
"103",0.2
"104",0.2
"105",0.2
"106",0.2
"107",0.2
"108",0.2
"109",0.2
"110",0.2
"111",0.2
"112",0.2
"113",0.2
"114",0.2
"115",0.2
"116",0.2
"117",0.2
"118",0.2
"119",0.2
"120",0.2
"121",0.2
"122",0.2
"123",0.2
"124",0.2
"125",0.2
"126",0.2
"127",0.2
"128",0.2
"129",0.2
"130",0.2
"131",0.2
"132",0.2
"133",0.2
"134",0.2
"135",0.2
"136",0.2
"137",0.2
"138",0.2
"139",0.2
"140",0.2
"141",0.2
"142",0.2
"143",0.2
"144",0.2
"145",0.2
"146",0.2
"147",0.2
"148",0.2
"149",0.2
"150",0.2
"151",0.2
"152",0.2
"153",0.2
"154",0.2
"155",0.2
"156",0.2
"157",0.2
"158",0.2
"159",0.2
"160",0.2
"161",0.2
"162",0.2
"163",0.2
"164",0.2
"165",0.2
"166",0.2
"167",0.2
"168",0.2
"169",0.2
"170",0.2
"171",0.2
"172",0.2
"173",0.2
"174",0.2
"175",0.2
"176",0.2
"177",0.2
"178",0.2
"179",0.2
"180",0.2
"181",0.2
"182",0.2
"183",0.2
"184",0.2
"185",0.2
"186",0.2
"187",0.2
"188",0.2
"189",0.2
"190",0.2
"191",0.2
"192",0.2
"193",0.2
"194",0.2
"195",0.2
"196",0.2
"197",0.2
"198",0.2
"199",0.225
"200",0.25
"201",0.275
"202",0.3
"203",0.3
"204",0.3
"205",0.3
"206",0.3
"207",0.3
"208",0.3
"209",0.3
"210",0.3
"211",0.3
"212",0.3
"213",0.3
"214",0.3
"215",0.3
"216",0.3
"217",0.3
"218",0.3
"219",0.3
"220",0.3
"221",0.3
"222",0.3
"223",0.3
"224",0.3
"225",0.3
"226",0.3
"227",0.3
"228",0.3
"229",0.3
"230",0.3
"231",0.3
"232",0.3
"233",0.3
"234",0.3
"235",0.3
"236",0.3
"237",0.3
"238",0.3
"239",0.3
"240",0.3
"241",0.3
"242",0.3
"243",0.3
"244",0.3
"245",0.3
"246",0.3
"247",0.3
"248",0.3
"249",0.3
"250",0.3
"251",0.3
"252",0.3
"253",0.3
"254",0.3
"255",0.3
"256",0.3
"257",0.3
"258",0.3
"259",0.3
"260",0.3
"261",0.3
"262",0.3
"263",0.3
"264",0.3
"265",0.3
"266",0.3
"267",0.3
"268",0.3
"269",0.3
"270",0.3
"271",0.3
"272",0.3
"273",0.3
"274",0.3
"275",0.3
"276",0.3
"277",0.3
"278",0.3
"279",0.3
"280",0.3
"281",0.3
"282",0.3
"283",0.3
"284",0.3
"285",0.3
"286",0.3
"287",0.3
"288",0.3
"289",0.3
"290",0.3
"291",0.3
"292",0.3
"293",0.3
"294",0.3
"295",0.3
"296",0.3
"297",0.3
"298",0.3
"299",0.325
"300",0.35
"301",0.375
"302",0.4
"303",0.4
"304",0.4
"305",0.4
"306",0.4
"307",0.4
"308",0.4
"309",0.4
"310",0.4
"311",0.4
"312",0.4
"313",0.4
"314",0.4
"315",0.4
"316",0.4
"317",0.4
"318",0.4
"319",0.4
"320",0.4
"321",0.4
"322",0.4
"323",0.4
"324",0.4
"325",0.4
"326",0.4
"327",0.4
"328",0.4
"329",0.4
"330",0.4
"331",0.4
"332",0.4
"333",0.4
"334",0.4
"335",0.4
"336",0.4
"337",0.4
"338",0.4
"339",0.4
"340",0.4
"341",0.4
"342",0.4
"343",0.4
"344",0.4
"345",0.4
"346",0.4
"347",0.4
"348",0.4
"349",0.4
"350",0.4
"351",0.4
"352",0.4
"353",0.4
"354",0.4
"355",0.4
"356",0.4
"357",0.4
"358",0.4
"359",0.4
"360",0.4
"361",0.4
"362",0.4
"363",0.4
"364",0.4
"365",0.4
"366",0.4
"367",0.4
"368",0.4
"369",0.4
"370",0.4
"371",0.4
"372",0.4
"373",0.4
"374",0.4
"375",0.4
"376",0.4
"377",0.4
"378",0.4
"379",0.4
"380",0.4
"381",0.4
"382",0.4
"383",0.4
"384",0.4
"385",0.4
"386",0.4
"387",0.4
"388",0.4
"389",0.4
"390",0.4
"391",0.4
"392",0.4
"393",0.4
"394",0.4
"395",0.4
"396",0.4
"397",0.4
"398",0.4
"399",0.425
"400",0.45
"401",0.475
"402",0.5
"403",0.5
"404",0.5
"405",0.5
"406",0.5
"407",0.5
"408",0.5
"409",0.5
"410",0.5
"411",0.5
"412",0.5
"413",0.5
"414",0.5
"415",0.5
"416",0.5
"417",0.5
"418",0.5
"419",0.5
"420",0.5
"421",0.5
"422",0.5
"423",0.5
"424",0.5
"425",0.5
"426",0.5
"427",0.5
"428",0.5
"429",0.5
"430",0.5
"431",0.5
"432",0.5
"433",0.5
"434",0.5
"435",0.5
"436",0.5
"437",0.5
"438",0.5
"439",0.5
"440",0.5
"441",0.5
"442",0.5
"443",0.5
"444",0.5
"445",0.5
"446",0.5
"447",0.5
"448",0.5
"449",0.5
"450",0.5
"451",0.5
"452",0.5
"453",0.5
"454",0.5
"455",0.5
"456",0.5
"457",0.5
"458",0.5
"459",0.5
"460",0.5
"461",0.5
"462",0.5
"463",0.5
"464",0.5
"465",0.5
"466",0.5
"467",0.5
"468",0.5
"469",0.5
"470",0.5
"471",0.5
"472",0.5
"473",0.5
"474",0.5
"475",0.5
"476",0.5
"477",0.5
"478",0.5
"479",0.5
"480",0.5
"481",0.5
"482",0.5
"483",0.5
"484",0.5
"485",0.5
"486",0.5
"487",0.5
"488",0.5
"489",0.5
"490",0.5
"491",0.5
"492",0.5
"493",0.5
"494",0.5
"495",0.5
"496",0.5
"497",0.5
"498",0.5
"499",0.525
"500",0.55
"501",0.575
"502",0.6
"503",0.6
"504",0.6
"505",0.6
"506",0.6
"507",0.6
"508",0.6
"509",0.6
"510",0.6
"511",0.6
"512",0.6
"513",0.6
"514",0.6
"515",0.6
"516",0.6
"517",0.6
"518",0.6
"519",0.6
"520",0.6
"521",0.6
"522",0.6
"523",0.6
"524",0.6
"525",0.6
"526",0.6
"527",0.6
"528",0.6
"529",0.6
"530",0.6
"531",0.6
"532",0.6
"533",0.6
"534",0.6
"535",0.6
"536",0.6
"537",0.6
"538",0.6
"539",0.6
"540",0.6
"541",0.6
"542",0.6
"543",0.6
"544",0.6
"545",0.6
"546",0.6
"547",0.6
"548",0.6
"549",0.6
"550",0.6
"551",0.6
"552",0.6
"553",0.6
"554",0.6
"555",0.6
"556",0.6
"557",0.6
"558",0.6
"559",0.6
"560",0.6
"561",0.6
"562",0.6
"563",0.6
"564",0.6
"565",0.6
