"","x"
"1",-0.99996915764479
"2",-0.999876632481661
"3",-0.999722430218001
"4",-0.999506560365732
"5",-0.999229036240723
"6",-0.99888987496197
"7",-0.998489097450538
"8",-0.998026728428272
"9",-0.99750279641627
"10",-0.996917333733128
"11",-0.996270376492941
"12",-0.99556196460308
"13",-0.994792141761726
"14",-0.99396095545518
"15",-0.993068456954926
"16",-0.992114701314478
"17",-0.991099747365975
"18",-0.990023657716558
"19",-0.988886498744505
"20",-0.987688340595138
"21",-0.986429257176495
"22",-0.985109326154774
"23",-0.983728628949536
"24",-0.982287250728689
"25",-0.98078528040323
"26",-0.979222810621766
"27",-0.977599937764791
"28",-0.975916761938747
"29",-0.974173386969849
"30",-0.972369920397677
"31",-0.970506473468542
"32",-0.968583161128631
"33",-0.966600102016907
"34",-0.964557418457798
"35",-0.962455236453647
"36",-0.960293685676943
"37",-0.958072899462319
"38",-0.95579301479833
"39",-0.953454172319001
"40",-0.951056516295154
"41",-0.948600194625505
"42",-0.946085358827545
"43",-0.943512164028194
"44",-0.940880768954225
"45",-0.938191335922484
"46",-0.935444030829867
"47",-0.932639023143094
"48",-0.929776485888251
"49",-0.926856595640121
"50",-0.923879532511287
"51",-0.920845480141026
"52",-0.917754625683981
"53",-0.914607159798614
"54",-0.911403276635445
"55",-0.908143173825081
"56",-0.904827052466019
"57",-0.901455117112246
"58",-0.898027575760616
"59",-0.894544639838025
"60",-0.891006524188368
"61",-0.887413447059283
"62",-0.883765630088693
"63",-0.880063298291132
"64",-0.876306680043864
"65",-0.872496007072797
"66",-0.868631514438191
"67",-0.864713440520155
"68",-0.860742027003944
"69",-0.85671751886505
"70",-0.852640164354092
"71",-0.848510214981504
"72",-0.844327925502015
"73",-0.840093553898942
"74",-0.83580736136827
"75",-0.831469612302545
"76",-0.827080574274562
"77",-0.82264051802086
"78",-0.818149717425023
"79",-0.813608449500787
"80",-0.809016994374947
"81",-0.804375635270084
"82",-0.799684658487091
"83",-0.79494435338751
"84",-0.79015501237569
"85",-0.785316930880745
"86",-0.78043040733833
"87",-0.775495743172234
"88",-0.770513242775789
"89",-0.765483213493088
"90",-0.760405965600031
"91",-0.755281812285184
"92",-0.75011106963046
"93",-0.744894056591622
"94",-0.73963109497861
"95",-0.734322509435686
"96",-0.728968627421412
"97",-0.723569779188449
"98",-0.718126297763189
"99",-0.712638518925205
"100",-0.707106781186548
"101",-0.701531425770856
"102",-0.695912796592314
"103",-0.690251240234437
"104",-0.684547105928689
"105",-0.678800745532942
"106",-0.673012513509773
"107",-0.6671827669046
"108",-0.661311865323652
"109",-0.655400170911794
"110",-0.649448048330184
"111",-0.643455864733779
"112",-0.63742398974869
"113",-0.631352795449378
"114",-0.625242656335705
"115",-0.619093949309834
"116",-0.612907053652976
"117",-0.606682351002
"118",-0.600420225325884
"119",-0.594121062902038
"120",-0.587785252292473
"121",-0.581413184319831
"122",-0.575005252043279
"123",-0.568561850734264
"124",-0.562083377852131
"125",-0.555570233019602
"126",-0.549022817998132
"127",-0.542441536663119
"128",-0.535826794978997
"129",-0.529179000974191
"130",-0.522498564715949
"131",-0.515785898285048
"132",-0.509041415750371
"133",-0.502265533143373
"134",-0.495458668432408
"135",-0.488621241496955
"136",-0.481753674101715
"137",-0.474856389870595
"138",-0.467929814260573
"139",-0.460974374535462
"140",-0.453990499739547
"141",-0.446978620671121
"142",-0.439939169855915
"143",-0.432872581520414
"144",-0.425779291565073
"145",-0.418659737537428
"146",-0.411514358605109
"147",-0.404343595528745
"148",-0.397147890634781
"149",-0.389927687788188
"150",-0.442934505159289
"151",-0.442598486696777
"152",-0.405473287714487
"153",-0.431420912851382
"154",-0.440095154240406
"155",-0.368773593109939
"156",-0.374959698195705
"157",-0.359390382182886
"158",-0.392933770214628
"159",-0.41153582809078
"160",-0.350059110868865
"161",-0.336777572721282
"162",-0.29588132537388
"163",-0.344208854219625
"164",-0.327166177871022
"165",-0.35354801199446
"166",-0.277852712268254
"167",-0.301982927885503
"168",-0.346702135777795
"169",-0.300511036640758
"170",-0.297176245242342
"171",-0.314837629068216
"172",-0.230127520682659
"173",-0.262493470349366
"174",-0.245426224544764
"175",-0.207920792145976
"176",-0.201761323313037
"177",-0.241872486980315
"178",-0.232762841305409
"179",-0.175678178050238
"180",-0.244781675332935
"181",-0.182155713370071
"182",-0.151901398817549
"183",-0.193231659841558
"184",-0.20769554222017
"185",-0.178612754223488
"186",-0.18114104142532
"187",-0.120887138159558
"188",-0.119925091342242
"189",-0.0973221868725433
"190",-0.105203094641871
"191",-0.111565292950117
"192",-0.112117061083496
"193",-0.142402943487575
"194",-0.125151413848752
"195",-0.052877419775395
"196",-0.119157082909508
"197",-0.0804913216181579
"198",-0.114244713439179
"199",-0.0603498214304076
"200",-0.057361102802679
"201",-0.0695087975618243
"202",-0.0905227441137218
"203",-0.0282066276404225
"204",0.00777963856880057
"205",-0.0331140365969867
"206",-0.0171177989936316
"207",0.0182606738241755
"208",0.0153934231708797
"209",-0.0747390801328069
"210",-0.00150368019435345
"211",-0.00485559330222706
"212",0.0267032982148805
"213",-0.0294178627740019
"214",0.0260643459224087
"215",0.0152348329342875
"216",0.018364147893201
"217",0.011440869977332
"218",0.0266079669925406
"219",0.03223245915367
"220",0.0104626120467862
"221",0.0149303432978252
"222",0.0156068326774029
"223",0.00777145473462219
"224",-0.0197679333290105
"225",0.0203477705305272
"226",-0.0137794110147504
"227",0.0593171309884696
"228",0.0465687663792309
"229",0.0312613609090268
"230",-0.00755338332274814
"231",0.0638702501123082
"232",0.0107071300362378
"233",0.0792772174904869
"234",0.0302997196556574
"235",0.00120552563900299
"236",0.068757267677641
"237",0.0692596332687668
"238",0.065237299739224
"239",0.018206295166488
"240",0.0323510967387985
"241",0.030883937808854
"242",0.0619852677814823
"243",0.0792246246689029
"244",0.0172835306162467
"245",0.093320133221615
"246",0.0243701569961554
"247",0.0477820192779688
"248",0.0438484633136014
"249",0.0893978492218496
"250",0.118982420918306
"251",0.0741080719477162
"252",0.0397592986275572
"253",0.0730047578723955
"254",0.117569231687685
"255",0.0931568772668017
"256",0.134273830598378
"257",0.0633544131620843
"258",0.0499259862164458
"259",0.142848702465312
"260",0.0589592084890891
"261",0.136918496800266
"262",0.0975554298044895
"263",0.133861340387634
"264",0.141108320233933
"265",0.139300821850413
"266",0.122457579045005
"267",0.166799011023932
"268",0.122557760484624
"269",0.154540932308282
"270",0.146622383094854
"271",0.0909394097370173
"272",0.107461289305185
"273",0.165462991110987
"274",0.102059113580403
"275",0.0890239063068519
"276",0.143456031172545
"277",0.131963828567485
"278",0.127618647060521
"279",0.183731161680142
"280",0.173289011330909
"281",0.136089502952451
"282",0.16644372241817
"283",0.124071100316475
"284",0.171522545645887
"285",0.206243788221014
"286",0.131123360263961
"287",0.201429902264946
"288",0.151469365597117
"289",0.160292868568483
"290",0.157774271414706
"291",0.144497173951548
"292",0.162375080253451
"293",0.144857243022419
"294",0.198032425974436
"295",0.164891620598454
"296",0.197606012398623
"297",0.194003162069739
"298",0.183333986813815
"299",0.173789699274897
"300",0.188432993365456
"301",0.181720582399955
"302",0.226928854740726
"303",0.16185605283736
"304",0.23359243369079
"305",0.194779055413706
"306",0.158381292863268
"307",0.230772969075928
"308",0.180542858754471
"309",0.228915893614639
"310",0.158207934895797
"311",0.172375556631774
"312",0.21147581808866
"313",0.240947803949003
"314",0.236419668073617
"315",0.243242536859889
"316",0.25607764960143
"317",0.208209908485042
"318",0.18797027540199
"319",0.199927507929522
"320",0.268833203927972
"321",0.270266823855163
"322",0.265317973414756
"323",0.268903977149484
"324",0.210313177913283
"325",0.247787819489001
"326",0.193824496052909
"327",0.271463881050886
"328",0.242420182883947
"329",0.251401854777358
"330",0.211936095974477
"331",0.274853175842487
"332",0.189698391390242
"333",0.25834173892669
"334",0.236733191762041
"335",0.211929588661548
"336",0.232084418620195
"337",0.278100081709392
"338",0.233132169703004
"339",0.228793438388209
"340",0.231395784812954
"341",0.22273747629303
"342",0.232779531242792
"343",0.237708403822729
"344",0.256235655954234
"345",0.24054183439696
"346",0.268960755420575
"347",0.224386743186235
"348",0.243101328965697
"349",0.225201838306394
"350",0.218607610555656
"351",0.308952198546707
"352",0.309925495296084
"353",0.310879674381031
"354",0.311814676943289
"355",0.312730445307495
"356",0.313626922984742
"357",0.314504054676065
"358",0.315361786275848
"359",0.316200064875168
"360",0.317018838765051
"361",0.317818057439667
"362",0.318597671599443
"363",0.319357633154106
"364",0.320097895225648
"365",0.320818412151216
"366",0.321519139485933
"367",0.322200034005636
"368",0.322861053709544
"369",0.323502157822847
"370",0.324123306799226
"371",0.324724462323283
"372",0.325305587312916
"373",0.325866645921597
"374",0.326407603540589
"375",0.326928426801077
"376",0.32742908357623
"377",0.327909542983179
"378",0.328369775384925
"379",0.328809752392165
"380",0.329229446865046
"381",0.329628832914835
"382",0.330007885905519
"383",0.330366582455325
"384",0.330704900438159
"385",0.331022818984975
"386",0.33132031848506
"387",0.331597380587242
"388",0.331853988201027
"389",0.332090125497647
"390",0.332305777911043
"391",0.332500932138757
"392",0.332675576142757
"393",0.332829699150179
"394",0.33296329165399
"395",0.333076345413574
"396",0.333168853455244
"397",0.333240810072667
"398",0.33329221082722
"399",0.333323052548263
"400",0.333333333333333
"401",0.333323052548263
"402",0.33329221082722
"403",0.333240810072667
"404",0.333168853455244
"405",0.333076345413574
"406",0.33296329165399
"407",0.332829699150179
"408",0.332675576142757
"409",0.332500932138757
"410",0.332305777911043
"411",0.332090125497647
"412",0.331853988201027
"413",0.331597380587242
"414",0.33132031848506
"415",0.331022818984975
"416",0.330704900438159
"417",0.330366582455325
"418",0.330007885905519
"419",0.329628832914835
"420",0.329229446865046
"421",0.328809752392165
"422",0.328369775384925
"423",0.327909542983179
"424",0.32742908357623
"425",0.326928426801077
"426",0.326407603540589
"427",0.325866645921597
"428",0.325305587312916
"429",0.324724462323283
"430",0.324123306799226
"431",0.323502157822847
"432",0.322861053709544
"433",0.322200034005636
"434",0.321519139485933
"435",0.320818412151216
"436",0.320097895225648
"437",0.319357633154106
"438",0.318597671599443
"439",0.317818057439667
"440",0.317018838765051
"441",0.316200064875168
"442",0.315361786275848
"443",0.314504054676065
"444",0.313626922984742
"445",0.312730445307495
"446",0.311814676943289
"447",0.310879674381031
"448",0.309925495296084
"449",0.308952198546707
"450",0.307959844170429
"451",0.306948493380342
"452",0.305918208561327
"453",0.304869053266205
"454",0.303801092211815
"455",0.302714391275027
"456",0.301609017488673
"457",0.300485039037415
"458",0.299342525253539
"459",0.298181546612675
"460",0.297002174729456
"461",0.295804482353094
"462",0.294588543362898
"463",0.293354432763711
"464",0.292102226681288
"465",0.290832002357599
"466",0.289543838146064
"467",0.288237813506718
"468",0.286914009001315
"469",0.28557250628835
"470",0.284213388118031
"471",0.282836738327168
"472",0.281442641834005
"473",0.280031184632981
"474",0.278602453789423
"475",0.277156537434182
"476",0.275693524758187
"477",0.274213506006953
"478",0.272716572475008
"479",0.271202816500262
"480",0.269672331458316
"481",0.268125211756695
"482",0.26656155282903
"483",0.26498145112917
"484",0.26338500412523
"485",0.261772310293582
"486",0.260143469112777
"487",0.258498581057411
"488",0.25683774759193
"489",0.255161071164363
"490",0.25346865520001
"491",0.251760604095061
"492",0.250037023210153
"493",0.248298018863874
"494",0.246543698326203
"495",0.244774169811895
"496",0.242989542473804
"497",0.24118992639615
"498",0.23937543258773
"499",0.237546172975068
"500",0.235702260395516
"501",0.233843808590285
"502",0.231970932197438
"503",0.230083746744812
"504",0.228182368642896
"505",0.226266915177647
"506",0.224337504503258
"507",0.222394255634867
"508",0.220437288441217
"509",0.218466723637265
"510",0.216482682776728
"511",0.214485288244593
"512",0.212474663249563
"513",0.210450931816459
"514",0.208414218778568
"515",0.206364649769945
"516",0.204302351217659
"517",0.202227450334
"518",0.200140075108628
"519",0.198040354300679
"520",0.195928417430824
"521",0.193804394773277
"522",0.191668417347759
"523",0.189520616911421
"524",0.18736112595071
"525",0.1851900776732
"526",0.183007605999377
"527",0.180813845554373
"528",0.178608931659665
"529",0.17639300032473
"530",0.17416618823865
"531",0.171928632761682
"532",0.16968047191679
"533",0.167421844381124
"534",0.165152889477469
"535",0.162873747165652
"536",0.160584558033905
"537",0.158285463290198
"538",0.155976604753524
"539",0.153658124845154
"540",0.151330166579849
"541",0.14899287355704
"542",0.146646389951972
"543",0.144290860506804
"544",0.141926430521691
"545",0.139553245845809
"546",0.137171452868369
"547",0.134781198509581
"548",0.132382630211593
"549",0.129975895929396
"550",0.127561144121697
"551",0.125138523741761
"552",0.122708184228226
"553",0.12027027549588
"554",0.117824947926419
"555",0.115372352359164
"556",0.112912640081764
"557",0.110445962820857
"558",0.107972472732716
"559",0.105492322393862
"560",0.103005664791649
"561",0.100512653314832
"562",0.0980134417441011
"563",0.0955081842425991
"564",0.0929970353464096
"565",0.0904801499550245
"566",0.0879576833217908
"567",0.0854297910443319
"568",0.0828966290549515
"569",0.0803583536110126
"570",0.0778151212853017
"571",0.0752670889563677
"572",0.0727144137988475
"573",0.0701572532737684
"574",0.0675957651188372
"575",0.0650301073387093
"576",0.0624604381952413
"577",0.0598869161977307
"578",0.0573097000931362
"579",0.0547289488562875
"580",0.0521448216800767
"581",0.0495574779656409
"582",0.0469670773125274
"583",0.0443737795088504
"584",0.0417777445214346
"585",0.0391791324859456
"586",0.0365781036970149
"587",0.0339748185983497
"588",0.031369437772838
"589",0.0287621219326409
"590",0.0261530319092816
"591",0.023542328643722
"592",0.0209301731764374
"593",0.0183167266374817
"594",0.0157021502365472
"595",0.0130866052530227
"596",0.0104702530260425
"597",0.00785325494453659
"598",0.00523577243727329
"599",0.00261796696290368
